"conflictID","ccode1","countryname1","ccode2","countryname2","direct","startyear","startyear_int","caplong_d","caplat_d","caplong_t","caplat_t","centlong_t","centlat_t"
218,345,"Yugoslavia",339,"Albania",1,1996,1998,20.46806,44.81861,19.81889,41.3275,20.0704697605317,41.134208653341
219,530,"Ethiopia",520,"Somalia",1,1974,1980,38.77513,9.01393,45.366661,2.06667,45.8405515951839,6.04865244609117
219,530,"Ethiopia",531,"Eritrea",1,1974,1998,38.77513,9.01393,38.933331,15.33333,38.8623319185239,15.3578568808799
219,530,"Ethiopia",625,"Sudan",1,1974,1978,38.77513,9.01393,32.534168,15.58806,30.031564485525,13.7607574678782
221,704,"Uzbekistan",700,"Afghanistan",1,1999,1999,69.25,41.31667,69.183327,34.51667,65.9479387631064,33.8224098349795
222,482,"Central African Republic",483,"Chad",0,2001,2002,18.582937,4.36808,15.21667,11.71667,18.6543798638596,15.30272084433
224,2,"United States",700,"Afghanistan",1,2001,2001,-77.036667,38.895,69.183327,34.51667,65.9479387631064,33.8224098349795
225,437,"Côte d’Ivoire",439,"Burkina Faso",0,2002,2002,-5.283333,6.81667,-1.524722,12.37028,-1.74663680779591,12.2791637439779
225,437,"Côte d’Ivoire",450,"Liberia",0,2002,2002,-5.283333,6.81667,-10.80472,6.31056,-9.30546230690587,6.44717744393694
251,666,"Israel",630,"Iran",0,1986,1990,35.206626,31.77841,51.42445,35.67194,54.4662132478415,32.5233132592506
251,666,"Israel",652,"Syria",1,1986,1990,35.206626,31.77841,36.299999,33.5,38.5010541596032,35.0182872572469
253,435,"Mauritania",40,"Cuba",0,1975,1976,-16.027356,18.11944,-82.364166,23.13194,-79.0060573773121,21.63604274683
253,435,"Mauritania",615,"Algeria",0,1975,1975,-16.027356,18.11944,3.050556,36.76305,2.64626100945807,28.0602264789536
253,435,"Mauritania",620,"Libya",0,1975,1976,-16.027356,18.11944,13.18,32.8925,18.0808210484999,27.0306105097887
253,435,"Mauritania",816,"Vietnam",0,1975,1976,-16.027356,18.11944,105.849999,21.03333,106.348112949697,16.5568999279504
261,530,"Ethiopia",520,"Somalia",1,1977,1977,38.77513,9.01393,45.366661,2.06667,45.8405515951839,6.04865244609117
